label,content
0,actor vijay donated billion crore rupees coronavirus relief
0,picture indonesian doctor hadio alo bidding farewell family
0,images money thrown streets helpless italians
0,russia released lions ensure people stay inside houses
0,men identified owner carrefour supermarkets brazil videos criticized lockdown measures
0,covid19 epidemic finished netherlands government not close single shop tweeted initially bolsonaro minister osmar terra march thirty
0,video waitress saying lost job sleep better knowing coronavirus relief included funding kennedy center refugee resettlement pbs congressional salaries thanks democrats
0,april 1st coronavirus patients blumenau brazil cured
0,no coronavirus africa no money cannot debt international monetary fund
0,psol brazilian leftwing oppositon party state representative arrested heavily intoxicated attending party covid19 lockdown niter rio janeiro
0,world health organization condemned lockdown measures covid19
0,ronaldo caiado governor brazilian state goi beaten lockdown decrees gallery photos prove
0,medical masks ways wear depending purpose sick white mouth fear infection wear oppisite way
0,putting eucalyptus vicks vaporub nose prevents covid19
0,swiss newspaper says president xico worst example covid19 handled
0,video man standing fresh food distribution center contagem brazil claiming shortage food minas gerais caused lockdown measures claims video shot march thirty video tweeted jair bolsonaro later deleted
0,china creates meat dead bodies coronavirus victims transport africa
0,video shows italy turns islam giving italian authoritis
0,video unprecedented stone rain rome suggests fate procommunist italy
0,boy called covid19 monterrey mexico
0,reaching lungs coronavirus remains throat days time person begins cough sore throats drink lot water gargle warm water salt vinegar remove virus
0,photo porn actor pass health professional
0,video shows supermarket louisiana breakdown people plundering goods armed soldiers onsite
0,drinking alcohol beverages help prevent covid19
0,video shows italian government brisbane police zombie robots drones chase citizen stay home
0,vladimir putin says world leaders trying reduce population
0,kids not allowed goodbye parents hospitalized covid19
0,list unicef recommendations covid19 includes drinking hot water
0,lukewarm water lemon water lemon bicarbonate preventive measures covid19
0,people not allowed organise funeral family members die covid19 instead state care disposal body
0,irish prime ministertaoiseach leo varadkar urged people not use houseparty video messaging app security concerns
0,confidential studies universities new york usa states patients infected covid19 healed eucalyptus
0,coronavirus bioweapon usa says german politician wolfgang gedeon parliament speech
0,army patrolling streets towns villages ireland
0,clicking italian youtube song donate money hospital bergamo
0,helicopters spraying desinfectants german cities
0,leaving half onion home catch coronavirus prevent people getting
0,doctors nurses italy dying lying dead ground coronavirus outbreak
0,bolivian education minister victor hugo c rdenas said students repeat school year
0,hold breath seconds not infected coronavirus
0,india 24th march thousand lockdown grocery milk chemist vegetable shops open thousand thirty morning thirty pm seven pm evening anybody moving opening kind outlet strictly detained police claims no home deliveries available
0,post claiming nationalwide committee prevent control treat covid19 led myanmar state counselor dissolved
0,hindu god ganesha idol placed worshiped inside italian church
0,neem leaves cure covid19
0,no deaths reported israel covid19 cure disease solution hot water baking soda lemon cure covid19
0,srilanka kdu hospital dedicated treat only vip covid19 patients
0,indian police personel beaten person enforcing lockdown claim image
0,american scientists developed cure coronavirus
0,supermarkets germany only open days week screenshot shows report media outlet focus
0,high doses vitamin covid19 children not sick lack receptors virus bond coronavirus unnatural mutation not susceptible temperatures infections not sink summer oldest patients not treated left die 5g harms immune
0,partly turkey helped italy thousand masks equipment took notice
0,false people italy thrown money roads outside saying money useless save death
0,false video going viral whatsapp sharechat claiming man woman video doctors treated seventy coronavirus patients infected
0,exhealth minister nikola todorov lawyer profession consultant current minister health expert advice expertise field epidemiology
0,partly set claims passed instructions followed covid19 pandemic period
0,restrictions transit idnumber coronavirus
0,maps shows cases provinces turkey
0,chinese study definitive proof chloroquine works
0,doctored image donald trump shared claiming asked people chant hare krishna hare rama
0,group muslim boys licking utensils spread coronavirus
0,indian actor kamal hassan quarantine
0,video viewed tens thousands times multiple facebook posts claim shows man wiping sweat buttons lift residential block hong kong
0,italians bidding goodbye world coronavirus
0,thousand thirty city disinfected helicopter doors windows closed
0,false people infected covid19 not able fully recover
0,video shows muslim prayers chuch switzerland outbreak
0,text claims mass media owners called satanists text forcing public voluntarily look coronavirus vaccine describes vaccine not exist vaccine beast mark present liquid form nanotechnology completely control world people
0,france needs tests population paris sent tests algeria
0,email caixabank ask people change data related account
0,sensationalist headline latest news big hapening europe
0,image 24yearold doctor coronavirus killed
0,italians remove eu flag flag pr china headline says suggesting phenomenon happening italy people removing flag european union replacing chinese flag
0,army trucks deployed paris big french cities coronavirus epidemic
0,sensationalist headline claiming new virus china hantavirus
0,photo vicepresident spain hospital allegadly visiting father sick coronavirus
0,stage epidemic mean quarantine cities france
0,iceland testing entire population
0,document talks benefits wine prevent coronavirus
0,covid19 invented patented years ago institut pasteur french medical research center
0,connection covid19 outbreak 5g technology
0,boil weed ginger covid19 victims virus vanish
0,headline alleges pregnant woman coronavirus gave birth macedonia
0,prof shenme minzi zanjan university told lemon cure helpful covid19
0,partially message claimed electric company spain offering discount customers coronavirus
0,lockdown coronavirus led reemergence large flock birds riverfront ahmedabad
0,says certain states banning sale alcohol
0,whatsapp group admins detained sharing coronavirus messages dadar mumbai
0,india decided extend financial year july current covid19 outbreak
0,audio clips stating mumbai police commissioner going enforce strict actions day lockdown india spike cases march seven thousand
0,video shows reopened wet market china
0,old martinelli whatsapp gold hoaxes surface belgium wake corona infodemic
0,people italy threw away money lost family members coronavirus
0,claim facebook began circulate wednesday march says putting peeled onion room remove viruses bacteria including coronavirus
0,health care workers union suddenly finds stash thirty million face masks
0,philippines senator manny pacquiao only senator responded coronavirus crisis
0,partially polish government confiscated coronavirus testing mashine originally bought local hospital grodzisk mazowiecki city
0,video clip massive stadium converted graveyard claimed scenes italy related ongoing covid19 outbreak
0,image baby born deformities claims baby suffering coronavirus
0,johns hopkins university says fatality coronavirus colombia lowest world
0,french professor didier raoult big defensor chloroquine treatment insulted exeuropean mp daniel cohnbendit cohnbendit criticized scientific work
0,chart comparing infected killed coronavirus argentina spain
0,not open windows
0,indian army called control seven areas mumbai following day lockdown mumbai police control
0,indian home ministry considers posting coronavirus punishable offence
0,marathi newspaper reports conspiracy theory coronavirus bioweapon
0,police india lashed sticks filmmaker sudhir mishra not following rules lockdown
0,admitted coronavirus airbone transmitted air hours
0,french professor didier raoult director ihu marseille told africans not gates vaccine coronavirus poisonous
0,partially drug coronavirus
0,chain message warns accepting immunisation coronavirus says implanting covid19 said vaccine
0,announcement social media according markets north macedonia ramstore capitol ramstore center tinex dramski tinex prvomajska workers infected coronavirus citizens urged avoid markets
0,defeat coronavirus china built thousand bed hospital days india prepared modern hospital thousand seventy beds overnight low cost
0,facebook publication ensures new generation genetic vaccines ready inoculated world population
0,covid19 secret american weapon aimed depopulation purposes
0,partially italian priest died refusing use respirator sacrificed younger person
0,post photos claiming covid19 infected patients italy left street
0,new coronavirus covid19 biological weapon china italy milorad dodik serb member bih presidency infected covid19
0,virus overcome drinking hot water minutes avoiding cold drinks ice cream going sun kill virus selfdiagnostic guideline hold breath seconds not cough not chokeyou not feel tension lungs no cystic fibrosis lungs situation not irreversible
0,audio secretary risk management cali exponential growth coronavirus
0,myanmar military junta donated ks thousand lakhs covid19 fund
0,covid19 cure usa
0,thousand people wait enter military medical academy vma belgrade examinations
0,statement saying serbs lion genes protect coronavirus unlike italians weaker genes pulmonologist branimir nestorovic
0,viral video shows man great difficulty breathing medical team keeps safe distance man videos shared patient suffering covid19
0,post shared repeatedly whatsapp facebook claims chinese doctor discovered drinking tea effective curing relieving symptoms novel coronavirus covid19
0,ph level coronavirus varies eighty beat virus consume alkaline food
0,italian president breaks surrenders covid19 epidemic
0,false harvard scientists explain cure coronavirus vaccine comes whatsapp message stating ministry health approved immediate euro reward staying home child lost life coronavirus
0,infected new coronavirus high fever not ibuprofen brufen paracetamol adults drink strong black coffee hours
0,hydroxychloroquine hcq prevent covid19
0,claim shared thousands times multiple posts facebook twitter emergency decree issued thailand novel coronavirus pandemic included strict curfew
0,video police arresting man viewed thousands times facebook twitter alongside claim shows police italy detaining man flouted national lockdown novel coronavirus pandemic
0,actor vijay father criticized government enforcing curfew abate covid19
0,tamil nadu govt ordered reopen tasmac bars
0,hold breath seconds coughing chest pain good not covid19 nose clogged runny cold
0,web publication shared hundreds times facebook twitter whatsapp nigeria claims government pay citizen thousand naira thousand monthly encourage nigerians stay home bid slow spread novel coronavirus
0,screenshot world health organization webpage shared multiple posts facebook twitter messaging app line alongside claim shows international health authorities raised thailand pandemic stage level novel coronavirus crisis
0,seemingly careless message sent email recipients greek warned company shop shut new coronavirus staff illness reason sender notify sender message termination employment employee
0,garlic protect virus vulnerable group new coronavirus people blood type
0,photo pablo iglesias vice president spanish government praying catholic church beginning covid19 quarantine
0,coronavirus infections linked lack vitamin
0,supposedly according new decree issued spanish government regulate nonessential activities confinement customs officers not work goods not enter spain
0,lies spread serbian authorities covid19 example virus not affect pregnant women children young people no newborn infected corona virus virus not long objects number respiratory machines serbia posesses
0,partly photo making rounds social media claims people died coronavirus italy
0,link offering registration united states humanitarian aid countries coronavirus
0,coronavirus patients italy streets hospitals no longer able accommodate
0,santiago abascal general secretary vox political party allegadly not respect quarantine period tested positive covid19
0,not single muslim died coronavirus china
0,claim circulating social media messaging apps says keeping throat moist wash coronavirus stomach virus die
0,said not eat cabbage increase chance coronavirus infection
0,allegedly announced face masks not protect not effective walking street
0,drinking bitter gourd juice cures coronavirus
0,ibuprofen ramps coronavirus times
0,says nevada governor steve sisolak banned use antimalaria drug help cure coronavirus
0,brazilian government handling brazilian reais monthly covid19 emergency allowance poor citizens access need oficial form link form
0,governor maranh brazil fl vio dino giving food baskets crowd poor people spite reccomendations crowds covid19 crisis
0,message brazilian workers party pt gleisi hoffmann asking party affiliates boycott reais monthly covid19 emergency allowance eligible pt voters reject denounce paid fascist government
0,luciano hang roberto justus brazilian businessmen provertical isolation tactics eduardo costa singer bolsonaro supporter donated million brazilian reais ninety respirators sus national health care
0,audio file alledged state official cear brazil named ricardo certi asking directors local tv station criticize bolsonaro praise cear government covid19 policies
0,says imposters hazmat suits going door door stockton california saying checking residents fever covid19 enter home physically attempt robbery
0,pangolin proven responsible coronavirus
0,increase cases pneumonia mexico
0,bombay high court extending maharashtra lockdown april thirty
0,tips professor wong kinchung delay progress covid19 condition rinsing mouth cold salty water drinking water red wine taking vitamin c chicken soup shiitake mushroom astragalus codonopsis ginseng
0,passengers ethiopian airlines flight italy infected coronavirus
0,news graphic saying indian prime minister asked internet shut country
0,website claiming china confirmed patient zero sex bat
0,mosly vaccines cure covid19 ready
0,facebook post suggests scientist united states cure coronavirus
0,italian pm said country surrendered covid19 pandemic
0,donald trump said people dying died
0,fear coronavirus muslims china offereing namaz open street
0,lions released russian streets vladimir putin force people inside
0,timings sale milk newspapers grocery medical stores issued mumbai police commissioner
0,china killed pigs fear coronavirus
0,chinese president visits mosque ask muslims prayers fight coronavirus
0,man travelled plane china
0,videos showing police raids army raids people not respect confinement measures algeria morrocco
0,list claims coronavirus allegedly doctor worked hospital shenzhen
0,america predicted outbreak coronavirus years ago
0,sudanese minister mask meeting chinese ambassador
0,drinking tea help cure covid19
0,north korean leader execute infected coronavirus
0,misleading pictures coronavirus hospitals china
0,misleading video claims chinese market coronavirus
0,image shows people falling streets wuhan
0,fake video clip shows killing infected people covid19
0,tea cure covid19 patients suggested china whistleblower doctor li wenliang news published cnn
0,rapper eminem contacted coronavirus
0,epidemics spreads twentieth year years
0,million chinese convert islam coronavirus
0,iraqi ministry health demanded close border iran coronavirus
0,iran bury coronavirus dead iraq video najaf cemetery
0,false translation infects football player alexis sanchez coronavirus
0,death child damascus infected coronavirus
0,coronavirus spreading egyptian schools
0,kuwait boycotted products saudi almarai company
0,evacuation yemeni students sultan oman china
0,china declares nuclear war america
0,state qatar not report infection cases covid19
0,swarms crows attack streets wuhan
0,pictures korean delegation infected coronavirus palestine
0,map spread coronavirus coming months
0,egyptian writer predicted new coronavirus years ago
0,cases coronavirus reported west bank
0,qatar iranian fruits fear coronavirus
0,kuwait sneezed friday sermon worshipers expelled
0,success egyptian serum treating coronavirus
0,prince qatar infected coronavirus
0,picture chinese president wuhan mask
0,arab medieval historian abu alhassan almasoudi predicted present crises
0,contracting coronavirus tom hanks wilson ball quarantine
0,sisi raised numbers coronavirus cases egypt hope billions world bank
0,iraqi president saddam hussein talking coronavirus
0,turkish president erdogan revealed mask kills coronavirus minute
0,crown prince abu dhabi mohammed bin zayed infected coronavirus
0,china not apologize muslims song
0,coronavirus infection jeddah
0,juventus player paulo dybala denies contracting coronavirus
0,photo shows palestinians solidarity italy
0,video german government citizens coronavirus
0,emirati singer ahlam mask crowned diamonds
0,israeli minister health provide information coronavirus palestinians
0,bahraini women escape quarantine
0,trump swiss company roche discovered cure coronavirus
0,french fans cheered joy president macron announced holiday fight coronavirus
0,italian medical sector angry ronaldo
0,photo coffins italy relates coronavirus
0,french company produces coronavirus drug
0,video shows chinese celebrating overthrowing coronavirus
0,military helicopters sprays pesticides coronavirus egypt
0,leader north korea kim jongun visits infected woman wearing mask
0,qatari deputy minister health leaves interview coronavirus
0,egyptian sterilization team dances beats bent aljeeran
0,ronaldo bought island isolate coronavirus
0,title article states pregnant woman coronavirus macedonia gave birth
0,putin declares comply quarantine face prison years
0,partially israel ministry defense said best measure pandemic isolating elders
0,video shows chaos london coronavirus spread
0,trump faints infected coronavirus
0,brazillian president declares gaza only coronavirus free city
0,video shows woman falling jeddah
0,tire repairer died work accident included death figures covid19
0,italian prime minister conte lost control coronavirus hands god
0,army sells food like egyptian army
0,coronavirus sarin gas
0,pollution rate decreased aftermath coronavirus outbreak
0,partially photo shows man cured covid19 hydroxycloroquine
0,partially graphic shows covid19 killed people daily diseases
0,saudi englishlanguage magazine sayidaty addresses novel coronavirus thousand thirteen
0,egyptian health minister arrives italy secret coronavirus cure
0,garlic onions traditional medicine recipes treatments new coronavirus
0,city lviv vinnytsia coughing man thrown bus
0,terrible conditions ukrainian hospitals ordinary people photo
0,hot air application hairdryer beat coronavirus
0,autohemotherapy cures covid19
0,vaccine roche medical company cures covid19 hours
0,viral post claiming french state scandal chloroquine additioning different claims
0,brazilian government iniciated registration process coronavirus financial aid whatsapp
0,h1n1 lethal covid19 brazil
0,french champion chloroquine didier raoult supposed said not use gates vaccines
0,actor tom hanks died coronavirus
0,coronavirus pandemic chinese president said china time lead world
0,brazilian government apply fees gets caught street march
0,brazilian doctor drauzio varella defends population not need lockout
0,free masks government fight coronavirus filling form web link
0,clapping pm create vibration destroy coronavirus
0,audio clip claiming renowned heart surgeon dr devi shetty going viral facebook twitter whatsapp
0,dolphins swans return italy waterways covid19 lockdown
0,declaration director center coordination health alerts emergencies spain tests covid19 health personnel
0,woman burned hands putting stove high alcohol content hand sanitiser
0,viral image doctor couple italy gave lives treating coronavirus patients
0,text macedonian website specifically headline says leader french national marine le pen victim eu coronavirus
0,live stream infected foreigners coming ukraine italy went viral
0,tokyo olympics logo redesigned theme social distancing
0,licensed guide rome vatican named katya tells going coronavirus epidemic italy
0,video bats tiles roofs hubei china source coronavirus
0,dettol sanitizer kill coronavirus company knew coronavirus thousand nineteen
0,thousand nineteen novel coronavirus cured bowl freshly boiled garlic
0,video police killing covid19 affected people china
0,china court gave permission kill thousand patients affected coronavirus
0,image coronavirus victims china
0,drug ibuprofen aggravating factor use paracetamol instead
0,coronavirus broiler chicken
0,ministry home affairs india directed people not post related coronavirus
0,effects coronavirus affected persons lip
0,videos pigs buried china coronavirus outbreak
0,hold breath seconds check coronavirus not
0,precautionary measures suggested unicef
0,video goats affected coronavirus
0,scientists drinking bitter gourd juice cure coronavirus
0,video passengers infected coronavirus ethiopian airlines flight italy reached addis ababa airport
0,details coronavirus positive cases reported kothapet hyderabad india
0,coronavirus patients china caught officials highway
0,gargling warm water salt vinegar eliminate coronavirus
0,video new hospital set china coronavirus patients
0,video police china taking control suspected covid19 patients country
0,indian pm modi providing free masks people swachh bharat mission protected coronavirus outbreak
0,recently petrol companies reduced rs petrol diesel rs eighty
0,european health organization eho announced eating beaf cure coronavirus
0,images bjp men smearing cow dung party leader suman haripriya said cow dung help cure coronavirus
0,video american president donald trump announcing roche medical company launch vaccine covid19
0,coronavirus live only hours surface
0,photo prime minister italy crying expressing helplessness not save coronavirus patients italy
0,image people died coronavirus italy
0,video current situation italy coronavirus
0,video italian police taking man come streets despite lockdown country
0,reserve bank india rbi extended year closing till thirty june thousand
0,science indian prime minister modi pm clapping initiative clapping generates vibration kill coronavirus march thousand amavasya
0,russian president putin left lions outside people stay homes
0,government india announced national lockdown country march thousand
0,people shouting allahu akbar europe coronavirus outbreak
0,audio clip conversation claiming government india announce shutdown country coming days april june wake coronavirus outbreak
0,image dead bodies coronavirus victims italy
0,covid19 patients not symptoms fourteen days
0,covid19 known humans outbreak thousand
0,video policeman taking man wandering lockdown italy
0,video showing pile corpses italy
0,photo indonesian doctor hideo ali looking children pregnant wife time
0,new disease called hanta virus china
0,photos coronavirus patients treated road italy
0,iranian girl anahita hashemzadeh contracted coronavirus
0,statement russian president valdimir putin said russian citizens choose quarantine prison
0,coronavirus covid19 mix sars hiv tuberculosis malaria
1,true whatsapp chain cites real research survival different coronaviruses materials air
0,image accompanies text italian prime minister wept recognized losing battle coronavirus
0,claims columbian president iv n duque approved collective dismissals workers emergency covid19 messages attach proof screenshots resolution thousand ministry labor
0,whatsapp video circulating rabbi dan ben avraham international president netzarita ami alliance according twitter video rabbi says israeli minister health officially declared israel coronavirus vaccine sentence israel vaccine not true israel working vaccine not ready
0,ecuadorean government gives money people venezuela
0,photos showing coffins lined enclosed space released social media message coronavirus pandemic italy italy said
0,audio warn arrival covid19 suba hospital
0,video broadcast networks allegedly shows killed covid19 ibagu columbia
0,china seeks court approval kill thousand coronavirus patients
0,fake news conspiracy theory manipulation facts disinformation coronavirus created lab order destroy chinese economy vaccine available
0,nostradamus predicted coronavirus pandemic
0,audio whatsapp head cardiology gregorio mara n hospital states moment uncontrolled coronavirus infection
0,neuroscientist rodolfo llin says seconds coughing discomfort means no fibrosis lungs no coronavirus infection
0,madrid government announced students makeup classes summer
0,whatsapp message suggests holding breath seconds drink water minutes effective methods fighting coronavirus
0,cocaine kills coronavirus
0,cdc recommends men shave beards protect coronavirus
0,coronavirus broiler chicken
0,viral claims propogating unicef message coronavirus
0,china builds hospital hours coronavius patients
0,man gas mask supermarket lugo galicia spain
0,partially chinese elderly couple infected coronavirus goodbye hospital
0,monkey infected coronavirus photo
0,bats hide wuhan rooftops caused covid19 outbreak
0,video chinese epidemiologist saying millions infected
0,china seeks approval court kill zero coronavirus patients
0,satellite images showing high levels sulphur dioxide china possible evidence mass cremations people died coronavirus
0,partially china orders citizens abandonkill pets transmit coronavirus
0,weed kills coronavirus
0,video wuhan market new coronavirus started spread
0,vitamin c warm water lemon effective ways preventing covid19
0,chinese people convert islam cov
0,photo money wasted italians middle corona pandemic
0,italians throw money streets
0,lockdown india extended till 8th
0,davao city mayor sara duterte said local government units lgus blamed p200billion cash assistance not reached constituents
0,people querantione singing kurdish song balconies diyarbak r
0,man spitting police officer spread covid19 india
0,indian state gujarat government constructed hospital covid19 patients thousand beds days
0,says 5g law passed distracted coronavirus pandemic lists symptoms associated 5g exposure
0,government para ba state brazil received sixteen million brazilian reais federal government spend healthcare covid19 crisis instead money spent artistic performances
0,says healthy people experiencing mild moderate respiratory symptoms covid19 diagnosis only high temperatures kill virus let fever run high not degrees
0,lady applied sanitizer handsforearms went kitchen cook moment turned gas stove hands caught alcohol contained sanitizer
0,says nancy pelosi daughter board kennedy center important send money
0,picture tiago leifert host big brother brazil group globo employees restaurant caption states globo advocates lockdown employees hanging fancy restaurants covid19 epidemic
0,no effort american experts china announced coronavirus person incountry trump pulled country
0,says developing antivirus includes chip track movement
0,corona virus form successfully photographed indian scientists
0,slow testing quick travel ban critical saving lives
0,plenty mortuary bags lenox hills hospital ny
0,bolivia streetselling child expelled selling spot street municipal guards threat products away quarantine times
0,facebook user uploaded video showing man inside police van spitting cop post claimed video proof tablighi community spreading coronavirus india
0,chicago covid19 actually lowered death rate
0,voice record circulating turkey based johns hopkings university research
0,orangutan started wash hands imitating keeper
0,video shows demolished 5g stations hong kong protestors held 5g responsible covid19
0,pandemic foreseen madonna thousand nineteen album cover
0,viral post claims aajtak news channel shows lockdown withdrawn places india today news channel shows extended till
0,government raided medical city private hospitals taking away personal protective equipment ppe
0,pope francis kissed feet black people asked forgiveness novel coronavirus scare
0,news channel graphic stating indian lockdown extended
0,video orangutan washing hands viewed millions times facebook twitter youtube posts claim animal imitating zookeepers novel coronavirus pandemic
0,new york hospitals treating coronavirus patients vitamin c
0,man serbia broke curfew putting tree costume
0,indian actor shah rukh khan donated money pakistan fight coronavirus not help india
0,disaster management act implemented no citizen allowed post update coronavirus
0,ansa news reported ecb governor mario draghi lead italian taskforce covid19
0,pictures shows people seen going pretending protective masks people need careful thieves not healthcare personnel
0,malaysians eating soap way cure covid19
0,indian social activist arrested tried buy liquor lockdown period
0,people riberalta bolivia punished demanding food
0,portuguese authorities decided citizen goes work offcial authorization leave home
0,hitrun deaths counted covid19 deaths paulo brazil
0,russian people not obey mandatory isolation imprisoned years
0,no school weeks covid19 french summer hollidays shorter year
0,muslims licking plates spread coronavirus infect people virus
0,video shows eu flag lowered france protests outbreak policies
0,people sneezing purposefully spread coronavirus hazrat nizamuddin mosque delhi
0,missouri students repeat school year covid19 school closings
0,cure coronavirus lemon garlic avocado ph level
0,prince charles recovery covid19 suspicious proof vaccine exists
0,soaking sea treat corona covid19 virus infection
0,church congregation africa killed drinking dettol prevent corona
0,videos chinese people spreading coronavirus countries
0,email sent major newsrooms portuguese government announces cancellation great projects airports finantial restrictions caused impact coronavirus
0,italians threw away currency streets covid19 deaths
0,coronavirus causes male infertility
0,trump got moroccan shiekh muslim priest spell prevent covid19
0,president giammattei gave instructions contradictory published law covid19 mesures
0,coronavirus not runny nose killed temperatures degrees causes lung fibrosis days infection diagnosed holding breath seconds cured early stages drinking plenty water
0,uk usa asked indian prime minister narendra modi lead task force tackle coronavirus
0,gates wrote letter says coronavirus spiritual purpose great corrector
0,facebook posts shared thousands times feature video officials talking reporters captions claiming announcing arrest chinese sci
0,image narration claim huge number muslims roaming beruwala city sri lanka curfew risking lives amidst covid19
0,list tips combat coronavirus board member stanford hospital covid19 patients not runny nose drinking hot water prevent infection covid19
0,information complete quarantine guatemala
0,guatemalan ministry health hiding covid19 case hospital city amatitl n
0,harvard professor arrested created corona virus
0,clothing video comes corona patients china died
0,queen elizabeth ii infected new coronavirus
0,false deeply ginger onion garlic help coronavirus
0,lidl supermarkets offering euros worth food new coronavirus pandemic
0,uv rays sunlight kill coronavirus
0,lemon juice bicarbonate mixture prevents cures covid19 israel
0,italians throwing money streets useless time coronavirus scare
0,whatsapp chain claims alert state government begin record calls track social media publications citizens
0,azan islamic prayer said old mosque granada time years covid19
0,people italy dropping money streets covid19 crisis
0,french summer hollidays rescheduled end july
0,breathing steam boiling citrus peels prevents cures coronavirus
0,video funeral corona patients italy died
0,filmmaker sudhir mishra getting beaten police lockdown stepping home
0,new certificate ministry interior requesting citizens order leave house
0,air india operating evacuation flights bring stranded indians london
0,amid coronavirus crisis italy streets filled discarded printed cash seen photos circulating social media
0,donald trump announced comercialization vaccine
0,viral text based image post claiming thousand italy infected mobile phone cover quoting findings research specifying details research post advises abandon phone cover use phone phone cover
0,image bakery items logo message given impression advised public not consume bakery products amidst covid19 concerns
0,post claiming yangon region myanmar locked hours saying announcement come officially
0,video italian tv predicted virus thousand
0,pope francis asked believers white handkerchief doorstep plague away
0,king spain supposedly dissolve congress appoint emergency government state alarm
0,multiple posts shared hundreds times facebook twitter march thousand claim new vaccine new drug developed prevent treat novel coronavirus posts claim developments scientists japan philippines respectively
0,kaaba opened hajj not stopped
0,official news naples people tocilizumab drug cure covid19
0,video viewed tens thousands times multiple facebook instagram youtube posts claim shows people china toppling 5g tower fears novel coronavirus
0,advisory asks people not consume bakery items contaminated coronavirus easily
0,photos coffins allegedly victims coronavirus police investigated
0,inhalation hot steam kill novel coronavirus
0,video alleged seer predicted coronavirus december thousand nineteen
0,video post related corona virus circulating social media saying china distributing quran
0,french doctor jeanroger hospital sent email claim protect covid19 drinking water minutes
0,complete registration thousand baht support fund green sign not blue sign
0,partly website offers rapid test covid19 check seconds
0,inhaling steam sea salt orange peelings prevent coronavirus infection
0,current coronavirus outbreak movement 5g
0,boiled sumac cures covid19
0,pakistan dr usama riaz contracted coronavirus treating patients left died
0,viral text message claims chemical substances methylxanthines required cure covid19 tea dr li wenliang cure researching coronavirus death
0,huawei stopped donating masks europe
0,comparison evolution coronavirus argentina chile
0,audio clips doctor works argentina important lab testing coronavirus
0,cofounder union progress democracy upyd party rosa e allegedly tweeted says time army handle emergency
0,viral video post claiming myanmar people resistance coronavirus eat fishpaste vegetables video narration says myanmar people eat rice fishpaste vegetables not need worry coronavirus infections immune stronger people west
0,cdc recommends people shave facial hair prevent coronavirus
0,covid19 affects mainly people type blood group ii
0,coffins people died covid19 stay home idiots
0,official statement serbian governement claiming experts recommended ban pet walks
0,coronavirus stays hours spreading air
0,argentinian vicepresident flew home state violeted quarantine
0,recipe involving lemon ground cloves cured woman covid19 symptoms not sure maid actually covid19 encourage people think recipe
0,people kenya die drinking detol prophet rufus phala ak spiritual christian church told prevent covid19 infection
0,according university university turin taking vitamin reduce risk infection coronavirus
0,post shared repeatedly multiple posts facebook claim singapore started enforcing spot fines people flout certain social distancing regulations novel coronavirus pandemic
0,article shared hundreds times facebook claims ethiopian government approved traditional medicine treatment covid19 successful clinical trials animals humans
0,posts social media claim spanish biological researcher called international soccer stars cristiano ronaldo lionel messi cure covid19 earn money scientists
0,italian president mattarella italy declare lifelong quarantine
0,drinking mix baking soda lemon hot tea cures covid19 claims cure meant cases covid19 israel drink popular
0,photo kenyan crowds waiting coronavirus curfew start
0,indian telecom company jio announced free recharge worth rs ninety indian citizens coronavirus lockdown
0,video clip shows people leaving phuket
0,dr usman riyaz delhi died coronavirus
0,video shows italian people islamic prayer streets asking god alleviate covid19 epidemic
0,houses heated 23 celsius new coronavirus only spread low temperatures
0,car insurance not cover damage vehicle quarantine
0,newborn babies boiled eggs treat corona
0,video claiming canadian prime minister justin trudeau wife sophie gr goire trudeau infected coronavirus
0,indian government issued guideline monitor citizens activity social media handles surveillance
0,prince charles tested positive covid19 meeting bollywood singer kanika kapoor
0,councilor podemos canary islands tweeted useless elderly dead left street
0,puerta hierro hospital madrid uses floor president family
0,no space hospitals italy people crowding outside
0,death coronavirus barranquilla columbia
0,audio says mms sodium chlorite cures coronavirus hours
0,video post claiming inhaling traditional appetizer salt limestone cure covid19 infection
0,viral whatsapp audio message claims president buhari chief staff flew country coronavirus treatment
0,indian politician claimed strain coronavirus india virulent mutation
0,vaccine coronavirus
0,image poster stating indian religious leader mata amritanandamayi hidden foreigners hermitage not allowed tested
0,italian president said italy surrendered coronavirus
0,image mother unable feed suckling battles covid19
0,images medical facility shared claim indian army set 1000bed hospital rajasthan amidst coronavirus pandemic
0,image covid19 infected indonesian doctor hadio ali watching daughters distance bids final goodbye image said posted wife
0,audio clip circulating whatsapp claiming nagpur second capital indian state maharashtra tested positive coronavirus cases including doctors
0,decathlon snorkeling masks hospitals help patients breathing
0,not seriously card efficacy chloroquine
0,no photos patients medical beds street not situation italian hospitals
0,no vladimir putin not drop lions streets force russians stay home
0,photo posts claiming person committing suicide jumping building italy doctor couple italian hospital hours death chaos italian hospital amid covid19
0,reliance jio biggest telecom networks india providing internet free covid19
0,picture claiming italian man committed suicide family succumbed covid19
0,message chu mans hospital france presenting alarmist arguments encourage french people stay home
0,image human body figurines bowl claims china serving human baby soup restaurants
0,videos showing police detaining covid19 patients india
0,pictures people stranded hospital beds claimed italy not coping pressure covid19 cases india learn italy mistakes not step house days lockdown
0,post photo claiming italian mother suffering covid19 hugs baby
0,decreed suspension medical activities
0,herd deer shared flocking tamil nadu india lockdown coronavirus
0,outbreak discussed german bundestag thousand
0,portuguese government spent acceptable price ventilators
0,putin sent lions streets discourage people going
